"","DATE","STATE","EVTYPE","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","SHORTDATE","PROPDMG_TOTAL","CROPDMG_TOTAL","DAMAGES"
"262883",1996-05-17,"MO","HEAT",0,25,0,"",0,"",1996-05-01,0,0,0
"262949",1996-05-26,"MO","WIND",0,9,10,"M",0,"",1996-05-01,10,0,10
"263188",1996-07-07,"MO","HEAT",0,8,0,"",0,"",1996-07-01,0,0,0
"263266",1996-05-16,"NE","STORM",0,1,0.5,"K",0,"",1996-05-01,5e-04,0,5e-04
"263285",1996-07-18,"MO","HEAT",0,11,0,"",0,"",1996-07-01,0,0,0
"263379",1996-08-04,"MO","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"263383",1996-08-04,"MO","WIND",3,6,0,"",0,"",1996-08-01,0,0,0
"263387",1996-08-06,"MO","WIND",0,3,150,"K",0,"",1996-08-01,0.15,0,0.15
"263549",1996-11-06,"MO","FLOOD",0,1,0,"K",0,"K",1996-11-01,0,0,0
"263971",1996-07-19,"MT","STORM",0,2,30,"K",100,"K",1996-07-01,0.03,0.1,0.1
"264048",1996-11-18,"MT","STORM",2,1,0,"",0,"",1996-11-01,0,0,0
"264119",1996-01-17,"NE","WIND",0,2,0,"",0,"",1996-01-01,0,0,0
"264126",1996-02-01,"NE","COLD",0,1,0,"",0,"",1996-02-01,0,0,0
"264153",1996-04-25,"NE","WIND",1,1,16,"K",0,"",1996-04-01,0.016,0,0.016
"264175",1996-05-08,"NE","TORNADO",0,15,12,"M",0,"",1996-05-01,12,0,12
"264215",1996-05-09,"NE","STORM",0,1,0,"",0,"",1996-05-01,0,0,0
"265031",1996-08-04,"NE","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"265032",1996-08-04,"NE","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"265048",1996-08-04,"NE","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"265160",1996-10-26,"NE","TORNADO",0,1,5,"K",0,"",1996-10-01,0.005,0,0.005
"265161",1996-10-26,"NE","TORNADO",0,3,150,"K",0,"",1996-10-01,0.15,0,0.15
"265226",1996-03-28,"NV","WIND",0,3,50,"K",0,"K",1996-03-01,0.05,0,0.05
"265239",1996-07-11,"NV","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"265240",1996-07-14,"NV","FLOOD",0,1,10,"K",0,"",1996-07-01,0.01,0,0.01
"265306",1996-12-10,"NV","WIND",0,2,10,"K",0,"",1996-12-01,0.01,0,0.01
"265340",1996-01-05,"NH","AVALANCHE",1,1,0,"",0,"",1996-01-01,0,0,0
"265345",1996-01-12,"NH","SNOW",0,1,400,"K",0,"",1996-01-01,0.4,0,0.4
"265403",1996-07-09,"NH","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"265404",1996-07-09,"NH","STORM",0,1,2,"K",0,"",1996-07-01,0.002,0,0.002
"265411",1996-07-14,"NH","STORM",0,3,0,"",0,"",1996-07-01,0,0,0
"265490",1996-01-19,"NJ","FLOOD",0,1,10.72,"M",0,"",1996-01-01,10.72,0,10.72
"265498",1996-01-27,"NJ","WIND",0,2,0,"",0,"",1996-01-01,0,0,0
"265544",1996-05-11,"NJ","WIND",0,1,0,"",0,"",1996-05-01,0,0,0
"265586",1996-06-22,"NJ","WIND",0,3,0,"",0,"",1996-06-01,0,0,0
"265612",1996-07-11,"NJ","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"265614",1996-07-13,"NJ","STORM",1,2,0,"",0,"",1996-07-01,0,0,0
"265631",1996-07-31,"NJ","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"265648",1996-08-23,"NJ","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"265659",1996-09-08,"NJ","STORM",0,1,0,"",0,"",1996-09-01,0,0,0
"265687",1996-06-03,"NY","FLOOD",2,21,0,"",0,"",1996-06-01,0,0,0
"265774",1996-10-19,"NJ","FLOOD",0,1,2.7,"M",0,"",1996-10-01,2.7,0,2.7
"266016",1996-07-25,"NM","TORNADO",0,5,1.68,"M",0,"",1996-07-01,1.68,0,1.68
"266075",1996-10-04,"NM","STORM",0,1,0,"",0,"",1996-10-01,0,0,0
"266232",1996-01-27,"NY","WIND",0,4,133,"K",0,"",1996-01-01,0.133,0,0.133
"266242",1996-01-27,"NY","WIND",0,3,45,"K",0,"",1996-01-01,0.045,0,0.045
"266290",1996-02-25,"NY","WIND",1,1,0,"",0,"",1996-02-01,0,0,0
"266294",1996-03-03,"NY","SNOW",1,1,13,"K",0,"",1996-03-01,0.013,0,0.013
"266299",1996-03-06,"NY","SNOW",3,10,0,"",0,"",1996-03-01,0,0,0
"266311",1996-03-25,"NY","WIND",0,2,170,"K",0,"",1996-03-01,0.17,0,0.17
"266366",1996-04-22,"NY","WIND",0,3,20,"K",0,"",1996-04-01,0.02,0,0.02
"266456",1996-05-18,"NY","STORM",0,1,0,"",0,"",1996-05-01,0,0,0
"266515",1996-06-12,"NY","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"266520",1996-06-12,"NY","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"266541",1996-06-22,"NY","WIND",0,3,90,"K",0,"",1996-06-01,0.09,0,0.09
"266564",1996-07-08,"NY","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"266588",1996-07-13,"NY","FLOOD",0,1,30,"K",0,"",1996-07-01,0.03,0,0.03
"266613",1996-07-15,"NY","TORNADO",0,3,35,"K",0,"",1996-07-01,0.035,0,0.035
"266631",1996-07-23,"NY","STORM",0,1,15,"K",0,"",1996-07-01,0.015,0,0.015
"266645",1996-07-30,"NY","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"266662",1996-08-08,"NY","STORM",0,5,10,"K",0,"",1996-08-01,0.01,0,0.01
"266696",1996-08-23,"NY","WIND",0,2,20,"K",0,"",1996-08-01,0.02,0,0.02
"266702",1996-08-23,"NY","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"266746",1996-09-28,"NY","TORNADO",0,1,500,"K",0,"",1996-09-01,0.5,0,0.5
"266747",1996-09-28,"NY","TORNADO",0,1,500,"K",0,"",1996-09-01,0.5,0,0.5
"266800",1996-10-30,"NY","WIND",0,2,25,"K",0,"",1996-10-01,0.025,0,0.025
"266833",1996-11-09,"NY","FLOOD",0,2,500,"K",0,"",1996-11-01,0.5,0,0.5
"266945",1996-01-06,"NC","SNOW",0,1,0,"",0,"",1996-01-01,0,0,0
"267075",1996-02-02,"NC","STORM",5,165,310,"K",0,"",1996-02-01,0.31,0,0.31
"267188",1996-04-15,"NC","TORNADO",0,3,70,"K",0,"",1996-04-01,0.07,0,0.07
"267203",1996-04-15,"NC","TORNADO",0,26,3,"M",0,"",1996-04-01,3,0,3
"267205",1996-04-15,"NC","TORNADO",0,5,1,"M",0,"",1996-04-01,1,0,1
"267220",1996-04-20,"NC","TORNADO",0,2,50,"K",0,"",1996-04-01,0.05,0,0.05
"267454",1996-08-24,"NC","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"267555",1996-06-10,"NC","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"267580",1996-06-14,"NC","STORM",0,18,0,"",0,"",1996-06-01,0,0,0
"267584",1996-06-15,"NC","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"267675",1996-07-02,"NC","STORM",0,1,1,"K",0,"",1996-07-01,0.001,0,0.001
"267724",1996-07-12,"NC","HURRICANE",1,10,140.25,"M",127,"M",1996-07-01,140.25,127,127
"267727",1996-07-12,"NC","WIND",1,10,200,"K",16,"M",1996-07-01,0.2,16,16
"267795",1996-07-26,"NC","WIND",0,1,0,"",0,"",1996-07-01,0,0,0
"267815",1996-07-30,"NC","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"267848",1996-08-05,"NC","STORM",0,2,0,"",0,"",1996-08-01,0,0,0
"267871",1996-08-29,"NC","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"267880",1996-09-04,"NC","HURRICANE",4,4,792.15,"M",0,"",1996-09-01,792.15,0,792.15
"267882",1996-09-04,"NC","FLOOD",0,1,200,"K",0,"",1996-09-01,0.2,0,0.2
"267891",1996-09-05,"NC","WIND",0,1,18,"M",18,"M",1996-09-01,18,18,18
"267893",1996-09-05,"NC","WIND",0,2,24,"M",33,"M",1996-09-01,24,33,33
"267894",1996-09-05,"NC","HURRICANE",7,2,0,"",0,"",1996-09-01,0,0,0
"267951",1996-09-16,"NC","TORNADO",0,1,1,"M",0,"",1996-09-01,1,0,1
"267952",1996-09-16,"NC","TORNADO",0,1,1,"M",0,"",1996-09-01,1,0,1
"267958",1996-09-17,"NC","TORNADO",0,1,0,"",0,"",1996-09-01,0,0,0
"267990",1996-10-08,"NC","TORNADO",0,1,30,"K",0,"",1996-10-01,0.03,0,0.03
"268054",1996-06-28,"ND","STORM",0,3,25,"K",500,"K",1996-06-01,0.025,0.5,0.5
"268238",1996-01-07,"OH","SNOW",0,1,1.1,"M",0,"",1996-01-01,1.1,0,1.1
"268388",1996-10-20,"ND","STORM",0,2,0,"",0,"",1996-10-01,0,0,0
"268403",1996-12-20,"ND","STORM",0,1,0,"",0,"",1996-12-01,0,0,0
"268497",1996-04-12,"OH","WIND",0,1,60,"K",0,"",1996-04-01,0.06,0,0.06
"268500",1996-04-12,"OH","WIND",1,1,1,"M",0,"",1996-04-01,1,0,1
"268501",1996-04-12,"OH","WIND",1,2,50,"K",0,"",1996-04-01,0.05,0,0.05
"268506",1996-04-12,"OH","WIND",0,4,150,"K",0,"",1996-04-01,0.15,0,0.15
"268616",1996-06-03,"OH","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"268673",1996-05-01,"OH","TORNADO",0,2,300,"K",0,"",1996-05-01,0.3,0,0.3
"268756",1996-05-10,"OH","STORM",0,2,0,"",0,"",1996-05-01,0,0,0
"268844",1996-06-11,"OH","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"268924",1996-06-12,"OH","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"268932",1996-06-12,"OH","STORM",1,2,50,"K",0,"",1996-06-01,0.05,0,0.05
"268937",1996-06-12,"OH","STORM",1,3,0,"",0,"",1996-06-01,0,0,0
"268941",1996-06-12,"OH","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"269019",1996-06-18,"OH","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"269045",1996-06-22,"OH","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"269050",1996-06-24,"OH","STORM",0,2,15,"K",0,"",1996-06-01,0.015,0,0.015
"269134",1996-07-07,"OH","WIND",0,6,30,"K",0,"",1996-07-01,0.03,0,0.03
"269150",1996-07-13,"OH","STORM",0,2,0,"",0,"",1996-07-01,0,0,0
"269192",1996-07-24,"OH","WIND",0,2,4,"K",0,"",1996-07-01,0.004,0,0.004
"269193",1996-07-24,"OH","STORM",0,3,0,"",0,"",1996-07-01,0,0,0
"269391",1996-10-30,"OH","WIND",1,2,5.25,"M",2.25,"M",1996-10-01,5.25,2.25,2.25
"269448",1996-11-09,"OH","SNOW",0,13,21,"M",0,"",1996-11-01,21,0,21
"269863",1996-04-19,"OK","STORM",0,1,0,"",0,"",1996-04-01,0,0,0
"270053",1996-04-21,"OK","TORNADO",0,9,750,"K",0,"",1996-04-01,0.75,0,0.75
"270368",1996-05-26,"OK","TORNADO",0,1,20,"K",0,"",1996-05-01,0.02,0,0.02
"270837",1996-07-04,"OK","STORM",0,2,0,"",0,"",1996-07-01,0,0,0
"271073",1996-08-17,"OK","WIND",0,1,8,"K",0,"",1996-08-01,0.008,0,0.008
"271079",1996-08-17,"OK","FLOOD",0,1,10,"K",0,"",1996-08-01,0.01,0,0.01
"271082",1996-08-21,"OK","WIND",0,1,20,"K",0,"",1996-08-01,0.02,0,0.02
"271292",1996-09-15,"OR","TORNADO",0,1,0,"",0,"",1996-09-01,0,0,0
"271618",1996-10-19,"OR","WIND",0,7,0,"",0,"",1996-10-01,0,0,0
"271627",1996-11-17,"OR","FLOOD",5,6,42,"M",400,"K",1996-11-01,42,0.4,0.4
"271652",1996-12-24,"OR","STORM",0,28,0,"",0,"",1996-12-01,0,0,0
"271678",1996-01-12,"PA","SNOW",1,2,0,"",0,"",1996-01-01,0,0,0
"271767",1996-01-19,"PA","FLOOD",3,3,42.31,"M",0,"",1996-01-01,42.31,0,42.31
"271803",1996-02-21,"PA","FOG",0,1,0,"",0,"",1996-02-01,0,0,0
"271814",1996-03-07,"PA","STORM",0,2,0,"",0,"",1996-03-01,0,0,0
"271838",1996-03-25,"PA","WIND",0,1,0,"",0,"",1996-03-01,0,0,0
"271858",1996-04-12,"PA","WIND",0,12,800,"K",0,"",1996-04-01,0.8,0,0.8
"271944",1996-04-26,"PA","WIND",0,1,10,"K",0,"",1996-04-01,0.01,0,0.01
"272002",1996-05-11,"PA","WIND",0,1,0,"",0,"",1996-05-01,0,0,0
"272017",1996-05-19,"PA","HEAT",1,4,0,"",0,"",1996-05-01,0,0,0
"272018",1996-05-21,"PA","STORM",0,1,0,"",0,"",1996-05-01,0,0,0
"272078",1996-06-08,"PA","STORM",0,6,0,"",0,"",1996-06-01,0,0,0
"272143",1996-06-12,"PA","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"272374",1996-07-08,"PA","STORM",0,3,0,"",0,"",1996-07-01,0,0,0
"272388",1996-07-08,"PA","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"272395",1996-07-14,"PA","STORM",0,1,0,"",0,"",1996-07-01,0,0,0
"272429",1996-07-19,"PA","FLOOD",1,1,75,"M",0,"",1996-07-01,75,0,75
"272449",1996-07-19,"PA","TORNADO",0,3,200,"K",10,"K",1996-07-01,0.2,0.01,0.01
"272510",1996-08-08,"PA","WIND",0,1,5,"K",0,"",1996-08-01,0.005,0,0.005
"272656",1996-09-13,"PA","WIND",0,1,0,"",0,"",1996-09-01,0,0,0
"272686",1996-10-19,"PA","FLOOD",0,1,0,"",0,"",1996-10-01,0,0,0
"272694",1996-10-19,"PA","FLOOD",0,1,0,"",0,"",1996-10-01,0,0,0
"272703",1996-11-08,"PA","TORNADO",0,1,500,"K",0,"",1996-11-01,0.5,0,0.5
"272726",1996-11-08,"PA","TORNADO",0,1,250,"K",0,"",1996-11-01,0.25,0,0.25
"272736",1996-11-08,"PA","WIND",0,2,0,"",0,"",1996-11-01,0,0,0
"272954",1996-03-15,"SC","WIND",1,3,100,"K",0,"",1996-03-01,0.1,0,0.1
"272958",1996-03-15,"SC","WIND",0,4,10,"K",0,"",1996-03-01,0.01,0,0.01
"273144",1996-05-06,"SC","STORM",0,1,0,"",0,"",1996-05-01,0,0,0
"273189",1996-05-24,"SC","STORM",0,1,0,"",0,"",1996-05-01,0,0,0
"273213",1996-05-25,"SC","STORM",0,1,0,"",0,"",1996-05-01,0,0,0
"273366",1996-06-16,"SC","STORM",0,1,0,"",0,"",1996-06-01,0,0,0
"273435",1996-07-23,"SC","WIND",0,1,100,"K",0,"",1996-07-01,0.1,0,0.1
"273472",1996-08-06,"SC","STORM",0,1,0,"",0,"",1996-08-01,0,0,0
"273500",1996-09-05,"SC","WIND",1,2,100,"K",100,"K",1996-09-01,0.1,0.1,0.1
"273507",1996-09-05,"SC","WIND",0,1,1.5,"M",5,"M",1996-09-01,1.5,5,5
"273508",1996-09-05,"SC","WIND",0,2,0,"",0,"",1996-09-01,0,0,0
"273510",1996-09-16,"SC","TORNADO",0,2,3,"M",0,"",1996-09-01,3,0,3
"273555",1996-01-10,"SD","STORM",3,16,400,"K",0,"",1996-01-01,0.4,0,0.4
"273558",1996-01-17,"SD","STORM",1,1,490,"K",0,"",1996-01-01,0.49,0,0.49
"273579",1996-03-24,"SD","STORM",1,8,400,"K",0,"",1996-03-01,0.4,0,0.4
"273582",1996-04-12,"SD","SNOW",0,3,5,"K",0,"",1996-04-01,0.005,0,0.005
"273665",1996-05-31,"SD","TORNADO",0,1,750,"K",0,"",1996-05-01,0.75,0,0.75
"273708",1996-06-13,"SD","STORM",0,5,1,"K",0,"",1996-06-01,0.001,0,0.001
"273866",1996-07-20,"SD","STORM",0,15,150,"K",0,"",1996-07-01,0.15,0,0.15
"273968",1996-08-09,"SD","WIND",0,1,0,"",0,"",1996-08-01,0,0,0
"274045",1996-11-14,"SD","STORM",3,50,2.03,"M",0,"",1996-11-01,2.03,0,2.03
"274048",1996-11-16,"SD","STORM",0,1,0,"",0,"",1996-11-01,0,0,0
"274057",1996-12-14,"SD","SNOW",0,2,0,"",0,"",1996-12-01,0,0,0
"274062",1996-12-16,"SD","STORM",1,1,0,"",0,"",1996-12-01,0,0,0
"274110",1996-02-01,"TN","STORM",0,1,5,"K",0,"",1996-02-01,0.005,0,0.005
"274152",1996-03-07,"TN","SNOW",0,1,10,"K",0,"",1996-03-01,0.01,0,0.01
"274179",1996-03-16,"TN","TORNADO",0,1,5.5,"M",0,"",1996-03-01,5.5,0,5.5
